ensembl,gene_symbol_x,obs_lof,exp_lof,UNEECON.G,protein_complex,transcript_factor,reactome_nervous_development,reactome_developmental_biology,GO_central_neurvous_development,GO_embryo_development,cpg_density,promoter_phastcons,exonic_phastcons,PPI_degree,gene_expression_level,tissue_specificity_tau,enhancer_number,h3k4me3,h2az,h3k27me3,h3k9ac,Gene ID,Essentiality test,VP,VN,CL,SP,DL,Organismal Essentiality test,gene_symbol_y,DeepLOF_score
ENSG00000141098,GFOD2,4,11.181,0.365282867,0,0,0,0,0,0,-0.9397849,-0.789027706,0.610545541,-0.697760003,0.32954942,-0.667411164,0.39192223,0.407468877,0.319680047,-0.707353527,0.422284051,ENSG00000141098,0,0,0,0,0,0,0,GFOD2,0.5964908
ENSG00000141127,PRPSAP2,7,17.028,1.776294156,0,0,0,0,0,0,0.755181914,-0.962165115,0.632559795,0.722641834,0.950776275,-1.098585885,0.824756147,0.589467901,0.439150042,-1.314025076,0.480869885,ENSG00000141127,0,1,0,0,0,1,1,PRPSAP2,0.682889
ENSG00000141179,PCTP,16,14.296,-0.974116862,0,0,0,0,0,0,-1.293182903,-1.25806109,-0.605343408,-0.697760003,0.273177046,-0.399002652,0.605269123,0.204938918,0.51214921,0.547143505,0.119860604,ENSG00000141179,0,0,0,0,0,0,0,PCTP,0.12882817
ENSG00000141194,OR4D1,6,6.8465,-0.531890358,0,0,0,0,0,0,-1.841478204,-0.484841542,0.091737683,-0.697760003,-1.912223457,1.177358687,-1.608553835,-0.235661882,-0.499576876,1.375275425,-1.915907426,ENSG00000141194,0,0,0,0,0,0,0,OR4D1,0.21779573
ENSG00000141198,TOM1L1,19,28.407,-0.921892216,0,0,0,0,0,0,0.0,0.0,0.0,0.271811812,0.409535616,-0.23087647,0.36400061,0.331776586,0.378011235,0.767740458,0.356019373,ENSG00000141198,0,0,1,0,0,1,1,TOM1L1,0.26756543
ENSG00000141200,KIF2B,16,17.599,-1.078174761,0,0,0,0,0,0,-1.065258333,1.97319949,-0.178094221,-0.697760003,-1.265288165,2.318133999,-1.608553835,-2.19834076,-1.707474327,-0.649774082,-2.245793745,ENSG00000141200,0,0,0,0,0,0,0,KIF2B,0.09653288
ENSG00000141219,C17orf80,14,21.289,-1.02428018,0,0,0,0,0,0,1.070521222,-0.708357791,0.303071647,-0.697760003,0.432754228,-0.893982036,1.080110808,0.606468415,0.415899887,-1.178765222,0.733812068,ENSG00000141219,0,0,0,0,0,0,0,C17orf80,0.25832415
ENSG00000141232,TOB1,0,9.6434,0.647899999,0,0,0,0,0,0,2.147352948,1.615127097,0.992410654,-0.697760003,1.196575195,-0.860684706,1.157026065,0.741218076,0.515611101,-0.300695667,0.720120416,ENSG00000141232,0,0,0,0,0,0,0,TOB1,0.9031729
ENSG00000141255,SPATA22,9,20.495,-0.933249087,0,0,0,0,0,0,0.209918219,-1.250727462,0.551630781,-0.086027182,-1.335654281,1.70644501,-1.608553835,-0.038735115,0.119308583,0.249805919,0.220095677,ENSG00000141255,0,1,0,0,0,1,1,SPATA22,0.34586608
ENSG00000141258,SGSM2,24,55.859,-0.167935591,0,0,0,0,0,0,1.477788821,0.842545255,0.887075958,-0.697760003,0.765762912,-0.723580847,0.7880756,0.600885293,0.498364269,-1.082025435,0.5762399,ENSG00000141258,0,0,0,0,0,0,0,SGSM2,0.58006215
ENSG00000141293,SKAP1,15,26.284,-0.824781512,0,0,0,0,0,0,0.0,0.0,0.0,-0.086027182,-0.043891485,0.140321068,-1.608553835,0.046573066,0.156902731,1.379694817,-0.382679085,ENSG00000141293,0,0,0,0,0,0,0,SKAP1,0.32825398
ENSG00000141294,LRRC46,7,14.327,-0.717846887,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.567325719,0.9908525,-1.608553835,0.271840329,0.078936907,-1.152298955,0.363643458,ENSG00000141294,0,0,0,0,0,0,0,LRRC46,0.34089535
ENSG00000141295,SCRN2,18,19.187,-0.480755085,0,0,0,0,0,0,-1.032095809,-0.182887351,-2.304635928,0.525702109,0.645026131,-0.869146137,0.2492713,0.422442267,0.633095182,1.420654336,0.655009298,ENSG00000141295,0,0,1,0,0,1,1,SCRN2,0.26748484
ENSG00000141314,RHBDL3,14,20.933,-0.365053294,0,0,0,0,0,0,0.967008736,1.621823018,0.411971144,-0.697760003,-0.833258414,0.367923745,0.699513733,0.394484106,0.205880241,1.316949446,0.193945347,ENSG00000141314,0,0,0,0,0,0,0,RHBDL3,0.41323495
ENSG00000141316,SPACA3,7,9.4302,-0.92351649,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-1.508768517,1.825419445,-1.608553835,-1.203303897,-0.510650695,0.810202328,-0.674234671,ENSG00000141316,0,0,0,0,0,0,0,SPACA3,0.16224039
ENSG00000141337,ARSG,17,22.226,-0.646561485,0,0,0,0,0,0,2.091778344,1.30424501,0.395085345,-0.697760003,-0.072983362,-0.307372621,0.690497122,0.62278603,0.683655024,0.788916699,0.596167,ENSG00000141337,0,0,1,0,0,1,1,ARSG,0.34233052
ENSG00000141338,ABCA8,80,81.259,-1.087268086,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.544258454,-0.360807888,-1.608553835,-0.155221464,0.147643621,-0.344876112,-0.219714686,ENSG00000141338,0,0,0,0,0,0,0,ABCA8,0.079944074
ENSG00000141349,G6PC3,11,17.657,0.458727539,0,0,0,0,0,0,-0.505852237,-0.451043079,0.645518665,-0.697760003,1.167889506,-1.09664337,-1.608553835,0.415749569,0.815795601,-1.626357803,0.758677802,ENSG00000141349,0,0,0,0,0,0,0,G6PC3,0.48550832
ENSG00000141371,C17orf64,16,12.385,-0.695015728,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-1.371509745,2.00038866,0.102135305,-0.12980252,0.326347335,0.196698417,-0.076117622,ENSG00000141371,0,0,0,0,0,0,0,C17orf64,0.09891325
ENSG00000141376,BCAS3,18,57.158,1.042187592,0,0,0,0,0,0,-0.078917169,0.882401933,0.070312638,-0.086027182,0.713781765,-1.103761492,-0.601656047,0.286840271,0.59363231,-1.839198554,0.218029412,ENSG00000141376,0,0,0,0,0,0,0,BCAS3,0.6888949
ENSG00000141384,TAF4B,9,38.071,-0.56882465,1,0,0,0,0,0,1.606149152,-0.153233983,0.502057097,-0.697760003,-0.545468388,-0.547676473,0.313095509,0.42280626,0.701640784,0.348475601,0.311079042,ENSG00000141384,0,0,0,0,0,0,0,TAF4B,0.7136818
ENSG00000141391,SLMO1,12,9.4503,-0.68679651,0,0,0,0,0,0,1.025123408,-1.094489285,0.819459362,-0.697760003,-0.069415491,-0.596766153,0.632105159,0.245217805,0.335952859,0.717814067,0.295182365,ENSG00000141391,0,0,0,0,0,0,0,SLMO1,0.21705282
ENSG00000141401,IMPA2,7,14.223,-0.218333743,0,0,0,0,0,0,1.783725378,-1.362645013,0.503073252,0.525702109,0.402465741,0.044217882,0.979720165,0.544256182,0.56121419,-0.287674133,0.442898923,ENSG00000141401,0,0,0,0,0,0,0,IMPA2,0.47124237
ENSG00000141424,SLC39A6,15,28.886,0.363828196,0,0,0,0,0,0,1.270566358,-0.902858378,1.173295474,0.722641834,0.90207757,-0.728435186,0.901401087,0.692611682,0.455860052,-0.904102265,0.64058402,ENSG00000141424,0,0,0,0,0,0,0,SLC39A6,0.54417694
ENSG00000141431,ASXL3,8,72.572,0.040793388,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-1.00598732,0.090693335,-0.017873226,0.350483627,0.063658994,0.820393664,0.168582151,ENSG00000141431,0,0,0,0,0,0,0,ASXL3,0.86687195
ENSG00000141437,SLC25A52,5,5.3508,-0.841754848,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-1.977690062,2.012306421,-1.608553835,-2.050105005,-1.556975956,0.151666043,-4.43031485,ENSG00000141437,0,0,0,0,0,0,0,SLC25A52,0.088532686
ENSG00000141441,GAREM,8,33.1,0.608982658,0,0,0,0,0,0,1.545600628,1.520746484,-0.029763147,0.525702109,0.052067799,-0.283503818,0.735886438,0.484440548,0.622209819,0.916894243,0.426477116,ENSG00000141441,0,1,0,0,0,1,1,GAREM,0.7541738
ENSG00000141446,ESCO1,2,37.119,0.23485824,1,0,0,0,0,0,1.102786319,-0.369416603,0.543547072,-0.697760003,0.372210188,-0.904062494,0.885654077,0.411769109,0.330505258,-0.795320068,0.380631431,ENSG00000141446,0,0,0,0,0,0,0,ESCO1,0.9036744
ENSG00000141447,OSBPL1A,23,62.399,0.325478372,0,0,0,0,0,0,0.0,0.0,0.0,-0.086027182,0.857824982,-0.506849036,0.780726012,0.4750727,0.523166292,0.683543576,0.45734101,ENSG00000141447,0,0,0,0,0,0,0,OSBPL1A,0.62949276
ENSG00000141449,GREB1L,2,84.249,1.210329294,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.61275296,0.187918583,0.588339648,0.295293111,0.426942206,1.125733479,0.093509334,ENSG00000141449,0,0,0,0,0,1,1,GREB1L,0.94793385
ENSG00000141452,C18orf8,7,44.263,0.404722063,0,0,0,0,0,0,1.006813941,-0.630557556,0.52370472,-0.086027182,0.832169239,-1.248791916,0.881259164,0.397357187,0.253788298,-0.300752088,0.347872386,ENSG00000141452,0,0,0,0,0,0,0,C18orf8,0.8082904
ENSG00000141456,PELP1,2,39.93,0.0,1,0,0,0,0,0,0.398667483,0.753266297,0.06076874,0.0,0.666751726,-0.937314632,0.63470036,0.483731425,0.444627132,-1.41639269,0.402728196,ENSG00000141456,0,0,0,0,0,0,0,PELP1,0.9176738
ENSG00000141458,NPC1,21,62.229,0.677391334,0,0,0,0,0,0,0.231973963,-1.217566706,0.467017423,-0.697760003,0.798565376,-0.666963515,1.000383387,0.587595092,0.394076046,0.037853003,0.562024746,ENSG00000141458,0,0,0,0,0,0,0,NPC1,0.65056396
ENSG00000141469,SLC14A1,20,19.397,-0.337368883,0,0,0,0,0,0,0.0,0.0,0.0,1.49528275,0.185165883,0.224983351,-1.608553835,-0.31921919,0.19276206,0.633236243,-0.356091571,ENSG00000141469,0,0,0,0,0,0,0,SLC14A1,0.21153939
ENSG00000141480,ARRB2,5,23.668,2.267372817,1,0,0,0,1,0,0.0,0.0,0.0,-0.086027182,0.890989722,-0.497570836,0.626868088,0.515853855,0.471303554,-0.69838993,0.399798325,ENSG00000141480,0,1,0,0,0,1,1,ARRB2,0.81658685
ENSG00000141485,SLC13A5,10,25.357,-0.094269225,0,0,0,0,0,0,-0.296904503,-0.151639715,-0.350303265,1.900838258,-0.339662566,1.711703749,-0.079565508,-0.051584081,0.265594832,1.228349148,-0.267342414,ENSG00000141485,0,1,0,0,0,1,1,SLC13A5,0.5453228
ENSG00000141497,ZMYND15,24,38.107,0.597090886,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.863129734,0.240593335,0.860144504,0.26665192,0.269308403,1.255362575,0.282267055,ENSG00000141497,0,0,0,0,0,0,0,ZMYND15,0.47688067
ENSG00000141499,WRAP53,12,28.169,-0.331543676,0,0,0,0,0,0,0.587418298,-0.285558153,0.363755899,0.271811812,0.145073982,-0.837210505,1.04510892,0.7091711,0.825447183,-1.161193045,0.750687125,ENSG00000141499,0,0,0,0,0,1,1,WRAP53,0.5296221
ENSG00000141503,MINK1,5,79.769,1.506938665,0,0,0,0,0,0,0.240183299,2.099465445,0.444432477,-0.697760003,0.927952874,-0.896968985,0.477619575,0.47807014,0.324422443,-0.965586897,0.563883538,ENSG00000141503,0,1,0,0,0,1,1,MINK1,0.9263656
ENSG00000141504,SAT2,9,10.024,-0.538198281,0,0,0,0,0,0,-0.421666304,-0.193409514,-0.86931041,-0.086027182,0.763885663,-0.626128014,0.203198184,0.153973559,0.126875267,-0.617868094,0.376615345,ENSG00000141504,0,0,0,0,0,0,0,SAT2,0.22509015
ENSG00000141505,ASGR1,20,16.418,-0.788369075,0,0,0,0,0,0,-1.089710568,-0.99341275,-1.746148382,2.303949118,-0.529111068,1.457386736,0.0750778,0.205706891,0.49701242,0.809677445,0.211597568,ENSG00000141505,0,0,0,0,0,0,0,ASGR1,0.12127817
ENSG00000141506,PIK3R5,10,43.38,0.953198258,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.173981579,0.024104849,0.828094256,0.451564788,-0.032629284,1.113204783,-0.003828117,ENSG00000141506,0,0,0,0,0,0,0,PIK3R5,0.76246715
ENSG00000141522,ARHGDIA,4,10.519,1.264015133,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,1.896141536,-1.240025835,0.644929836,0.765079423,0.331437105,-0.876972316,1.093293015,ENSG00000141522,0,0,0,0,0,0,0,ARHGDIA,0.7208856
ENSG00000141524,TMC6,22,41.72,-0.643391216,0,0,0,0,0,0,-1.329151026,-1.644192585,-0.830860068,-0.086027182,0.547310357,-0.615139196,0.87830449,0.870485799,0.728261729,0.935148021,0.840399247,ENSG00000141524,0,1,0,0,0,1,1,TMC6,0.3889395
ENSG00000141526,SLC16A3,7,11.229,0.426783486,0,0,0,0,0,0,0.0,0.0,0.0,0.883547281,0.323193119,-0.215318635,0.552377737,0.8130426,0.424062727,0.658594128,0.88763387,ENSG00000141526,0,0,0,0,0,0,0,SLC16A3,0.53538036
ENSG00000141527,CARD14,36,47.791,-0.937508729,0,0,0,0,0,0,0.0,0.0,0.0,0.271811812,-1.207917884,0.694394873,-1.608553835,-0.908567822,-0.347891435,0.909703985,-0.43879412,ENSG00000141527,0,0,0,0,0,0,0,CARD14,0.18559349
ENSG00000141540,TTYH2,12,29.82,-0.626320032,0,0,0,0,0,0,-0.334805773,-1.193333846,0.541884576,-0.086027182,0.47408665,-0.035445802,0.549243027,0.696002792,0.454699376,0.813505217,0.97670592,ENSG00000141540,0,0,0,0,0,0,0,TTYH2,0.5000906
ENSG00000141542,RAB40B,9,11.696,-0.274224421,0,0,0,0,0,0,0.0,0.0,0.0,-0.086027182,0.31018411,-0.419820049,-1.608553835,0.399152335,0.332864963,0.485757428,0.226559685,ENSG00000141542,0,1,0,0,0,1,1,RAB40B,0.3487488
ENSG00000141560,FN3KRP,13,13.305,-0.753789654,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.846276055,-1.235078756,-1.608553835,0.336152658,0.367550088,0.14448739,0.295001763,ENSG00000141560,0,0,0,0,0,0,0,FN3KRP,0.20680141
ENSG00000141562,NARF,20,22.578,-0.508543867,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.729809743,-0.847149402,-1.608553835,0.422860631,0.39139285,-1.249065355,0.495036873,ENSG00000141562,0,0,0,0,0,0,0,NARF,0.23252726
ENSG00000141568,FOXK2,7,22.672,-0.382828982,0,1,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.754894626,-0.948023865,-1.608553835,0.562836439,0.381917185,-1.042360679,0.72573558,ENSG00000141568,0,1,0,0,0,1,1,FOXK2,0.58841044
ENSG00000141569,TRIM65,27,19.445,-1.054489065,0,0,0,0,0,0,0.31371151,-0.716966833,0.161214187,-0.697760003,0.55541217,-1.086274664,0.935211596,0.499736388,0.194735562,-1.206421662,0.654353699,ENSG00000141569,0,0,1,0,0,1,1,TRIM65,0.08316994
ENSG00000141570,CBX8,1,19.097,0.313495275,1,0,0,0,0,0,1.515887825,2.559889786,1.017490919,3.051728766,-0.262431865,-0.604276574,1.184365601,0.786621424,0.693100894,1.636505913,0.468636875,ENSG00000141570,0,0,0,0,0,0,0,CBX8,0.8861019
ENSG00000141574,SECTM1,3,7.5079,-0.853496587,0,0,0,0,0,0,0.0,0.0,0.0,0.271811812,0.168984212,0.232077938,0.119286136,0.364681676,0.342870503,1.212386642,0.359140294,ENSG00000141574,0,0,0,0,0,0,0,SECTM1,0.3652364
ENSG00000141576,RNF157,20,39.254,-0.185254655,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.018521172,0.032505227,-1.608553835,0.355299857,0.337643894,0.85954461,0.334877867,ENSG00000141576,0,1,0,0,0,1,1,RNF157,0.47773463
ENSG00000141577,CEP131,34,58.307,-0.975741136,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.212720831,-0.891215655,-1.608553835,0.301280511,0.370817214,-0.221435909,0.27529414,ENSG00000141577,0,0,0,0,0,0,0,CEP131,0.33790195
ENSG00000141579,ZNF750,2,15.364,0.196514939,0,1,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.063641027,1.189498036,-1.608553835,-0.269351661,-0.721905237,-1.496888137,0.122721955,ENSG00000141579,0,0,0,0,0,0,0,ZNF750,0.7713822
ENSG00000141580,WDR45B,5,19.09,1.166447806,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,1.32944274,-1.204144131,-1.608553835,0.454545611,0.453357036,-0.305628414,0.614909232,ENSG00000141580,0,0,0,0,0,0,0,WDR45B,0.7494625
ENSG00000141582,CBX4,1,16.647,0.611539748,1,0,0,0,0,0,1.733391817,3.198234338,0.888249807,0.271811812,0.477885061,-0.245031681,1.133687657,0.89568884,0.901887367,1.240513285,0.647096633,ENSG00000141582,0,0,0,0,0,1,1,CBX4,0.8822186
ENSG00000141622,RNF165,2,19.848,1.788003279,0,0,0,0,0,0,0.928536895,4.286481067,1.205161492,-0.697760003,-0.748650452,0.273958257,0.782575022,0.479597228,0.500446762,1.098970874,0.239101114,ENSG00000141622,0,0,0,0,0,0,0,RNF165,0.8977991
ENSG00000141627,DYM,26,39.857,-0.116174091,0,0,0,0,0,0,0.572642373,-1.173883787,1.043983927,-0.697760003,1.008729491,-0.92537152,0.72549901,0.277904302,0.330714212,-0.256307265,0.267784659,ENSG00000141627,0,0,0,0,0,0,0,DYM,0.39390272
ENSG00000141639,MAPK4,5,20.198,0.712062079,0,0,0,0,0,0,1.463750059,-0.139842139,0.876685653,-0.697760003,-0.09327083,0.159948478,0.526647366,0.266078934,0.152326084,1.262057844,0.02553497,ENSG00000141639,0,0,0,0,0,0,0,MAPK4,0.73183
ENSG00000141642,ELAC1,1,11.323,-0.820795844,0,0,0,0,0,0,0.566613067,-1.274322615,-0.715681922,-0.697760003,0.339111316,-1.13730116,0.727596329,0.259335687,0.640986679,-0.623917518,0.328871919,ENSG00000141642,0,0,0,0,0,0,0,ELAC1,0.48662448
ENSG00000141644,MBD1,5,39.279,1.26222778,1,0,0,0,0,0,-0.004084933,0.727758023,0.04827353,-0.697760003,0.992525864,-0.853832924,0.929974525,0.611733192,0.545734712,-0.982272876,0.565058208,ENSG00000141644,0,1,0,0,0,1,1,MBD1,0.85743177
ENSG00000141655,TNFRSF11A,8,24.185,-0.114510678,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.497088047,0.338997116,0.671886222,0.401580187,0.257098555,1.284148041,0.288078105,ENSG00000141655,0,0,0,0,0,0,0,TNFRSF11A,0.6384903
ENSG00000141664,ZCCHC2,6,41.565,-0.392450685,0,0,0,0,0,0,2.663556455,0.686944785,0.901153284,-0.697760003,0.217013255,-0.104157202,0.826428386,0.809038439,0.956175094,0.241291778,0.761087986,ENSG00000141664,0,0,0,0,0,0,0,ZCCHC2,0.811109
ENSG00000141665,FBXO15,4,21.592,-0.614976207,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-1.046430519,0.334811936,0.159432673,0.547567572,0.757476038,-0.219549917,0.518570675,ENSG00000141665,0,1,0,0,0,1,1,FBXO15,0.67850685
ENSG00000141668,CBLN2,2,5.3725,2.031970521,0,0,0,0,0,0,1.80349467,-0.916887929,0.791518501,-0.697760003,-0.942545071,0.85982858,-1.608553835,0.115600684,0.14603666,1.182214818,-0.646515211,ENSG00000141668,0,0,0,0,0,0,0,CBLN2,0.7374297
ENSG00000141682,PMAIP1,1,1.405,-0.454668855,0,0,0,0,0,0,0.0,0.0,0.0,-0.086027182,-0.178394762,0.040471292,0.3184611,0.613880368,0.466642204,0.687198275,0.499333711,ENSG00000141682,0,0,0,0,0,0,0,PMAIP1,0.43607813
ENSG00000141696,P3H4,17,20.296,-0.911311605,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.001909011,-0.395325313,0.667107047,0.579273747,0.698251901,0.190589882,0.585089807,ENSG00000141696,0,0,0,0,0,0,0,P3H4,0.19487369
ENSG00000141698,NT5C3B,15,15.826,-0.362320078,0,0,0,0,0,0,-0.423880137,0.390729956,0.097168831,-0.697760003,0.54132731,-0.821380763,-1.608553835,0.222029732,0.336591393,0.011641539,0.284715697,ENSG00000141698,0,0,0,0,0,0,0,NT5C3B,0.25275636
ENSG00000141699,FAM134C,6,22.925,-0.505080054,0,0,0,0,0,0,0.507978555,0.62221754,0.726811838,3.450621065,0.898301115,-1.051440622,0.446919944,0.575621175,0.387861598,-1.093181443,0.685355546,ENSG00000141699,0,1,0,0,0,1,1,FAM134C,0.6597826
ENSG00000141738,GRB7,15,31.587,-0.462627145,1,0,1,1,0,0,0.0,0.0,0.0,1.49528275,-0.022561101,0.428010506,0.119286136,0.378646747,0.727199324,1.127209266,0.439257634,ENSG00000141738,0,1,0,0,0,1,1,GRB7,0.52094305
ENSG00000141741,MIEN1,1,6.5969,-0.536593577,0,0,0,0,0,0,-0.562135862,-0.090101005,0.887245015,1.565921583,1.22590859,-1.075083571,-1.608553835,0.194470852,0.092264513,0.955943703,0.361971497,ENSG00000141741,0,0,0,0,0,0,0,MIEN1,0.5525469
ENSG00000141744,PNMT,5,9.7293,-0.722413118,0,0,0,0,0,0,0.0,0.0,0.0,0.271811812,-0.326642578,0.699198622,-1.608553835,0.323240536,0.300366164,1.001281202,0.674725317,ENSG00000141744,0,1,0,0,0,1,1,PNMT,0.34753382
ENSG00000141748,ARL5C,2,8.2891,-0.687442306,0,0,0,0,0,0,-1.218160588,-0.725257022,1.049087497,-0.697760003,-1.769545912,1.569298975,-1.608553835,0.225090009,0.357328033,0.81156581,0.222253077,ENSG00000141748,0,1,0,0,0,1,1,ARL5C,0.3703245
ENSG00000141750,STAC2,13,21.688,-0.827025489,0,0,0,0,0,0,0.341793373,0.804601698,-0.291127585,-0.086027182,-0.147612262,0.829779584,-1.608553835,0.098400017,0.068024662,1.216754542,-0.121503038,ENSG00000141750,0,0,0,0,0,0,0,STAC2,0.30331862
ENSG00000141753,IGFBP4,4,9.3355,-0.225659284,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,1.993154714,-0.149039432,0.86628201,0.715697197,0.412137468,0.34975474,0.820603473,ENSG00000141753,0,0,0,0,0,0,0,IGFBP4,0.50728
ENSG00000141756,FKBP10,13,24.309,-0.060042056,1,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.528109718,-0.463442738,0.667107047,0.586692516,0.705066823,0.244769273,0.606272702,ENSG00000141756,0,0,0,0,0,0,0,FKBP10,0.48838574
ENSG00000141854,CTB-55O6.8,6,9.2266,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.155285931,-0.531460065,0.731761028,0.564994721,0.771021179,0.542065286,0.502144708,ENSG00000141854,0,0,0,0,0,0,0,CTB-55O6.8,0.4811405
ENSG00000141858,SAMD1,3,11.661,0.0,0,0,0,0,0,0,2.097569176,4.508084196,0.012706717,0.0,0.789025436,-0.607260587,0.784416246,0.516801051,0.544830351,-0.537489712,0.444673646,ENSG00000141858,0,0,0,0,0,0,0,SAMD1,0.74981964
ENSG00000141873,SLC39A3,2,5.3303,0.277604693,0,0,0,0,0,1,-0.424297891,-1.191739578,0.458711362,-0.086027182,0.650350494,-0.804825974,-1.608553835,0.15817085,0.066165986,0.562178981,-0.057448994,ENSG00000141873,0,0,0,0,0,0,0,SLC39A3,0.602675
ENSG00000141905,NFIC,6,21.839,1.150687783,0,1,0,0,0,0,0.0,0.0,0.0,-0.086027182,0.806304913,-0.47742323,0.558580538,0.839119906,0.722955933,0.998684364,0.90211252,ENSG00000141905,0,0,0,0,0,0,0,NFIC,0.7907994
ENSG00000141933,TPGS1,2,3.7358,-0.144060721,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.267786815,-0.918718724,0.941670947,0.496008448,0.301682357,0.482314437,0.400072428,ENSG00000141933,0,0,0,0,0,0,0,TPGS1,0.541486
ENSG00000141934,PPAP2C,7,13.619,0.115875286,0,0,0,0,0,0,0.0,0.0,0.0,0.722641834,0.406659363,-0.18463745,0.552377737,0.139393918,0.307190841,1.151324681,0.238951328,ENSG00000141934,0,0,0,0,0,0,0,PPAP2C,0.5294608
ENSG00000141946,ZIM3,8,9.661,-0.860854744,0,1,0,0,0,0,0.0,0.0,0.0,0.271811812,-1.995031016,1.191190335,-1.608553835,-2.036567616,-2.712644449,-0.354374596,-2.250594293,ENSG00000141946,0,0,0,0,0,0,0,ZIM3,0.16033828
ENSG00000141959,PFKL,31,40.431,0.171459373,0,0,0,0,0,0,0.212635631,-1.055908021,-0.115416909,-0.697760003,1.33477808,-1.083914754,0.816297659,0.633384097,0.432500729,0.600179951,0.824315743,ENSG00000141959,0,0,0,0,0,0,0,PFKL,0.36434627
ENSG00000141965,FEM1A,15,16.801,0.360142594,0,0,0,0,0,0,0.0,0.0,0.0,1.334377303,-0.302984844,0.294534901,0.685918126,0.510456713,0.250110331,0.504429503,0.445348299,ENSG00000141965,0,0,0,0,0,0,0,FEM1A,0.35534394
ENSG00000141971,MVB12A,10,14.992,-0.951827127,0,0,0,0,0,0,0.851284413,1.271721961,-0.701810033,0.271811812,0.766081276,-1.107123389,-1.608553835,0.118197756,0.312498476,0.278260101,0.152870656,ENSG00000141971,0,0,0,0,0,0,0,MVB12A,0.26605695
ENSG00000141977,CIB3,12,9.8325,-0.782132907,0,0,0,0,0,0,-2.568915334,-0.66913882,1.138991005,2.718744863,-2.001304982,1.807574743,-1.608553835,-1.912122657,-0.480054265,0.139139257,-1.441057539,ENSG00000141977,0,1,0,0,0,1,1,CIB3,0.110153675
ENSG00000141985,SH3GL1,7,20.562,1.295163358,0,0,0,0,1,0,0.834466288,-0.890104241,0.429900889,1.946103946,0.826284995,-0.736060569,0.819700713,0.694281088,0.723305393,-1.087611408,0.880061273,ENSG00000141985,0,0,0,0,0,0,0,SH3GL1,0.69267523
ENSG00000141994,DUS3L,22,33.296,-0.050629096,0,0,0,0,0,0,1.201238804,-0.174278308,0.702245329,-0.697760003,0.439911928,-0.75170596,0.102135305,0.048275821,-0.041365781,0.009746729,0.040556229,ENSG00000141994,0,0,0,0,0,0,0,DUS3L,0.40463883
ENSG00000142002,DPP9,8,48.419,0.889688497,0,0,0,0,0,0,0.146598168,-0.514176056,0.133784293,-0.697760003,0.721389565,-0.900186522,1.028605447,0.617926224,0.401056031,-0.31804952,0.72559899,ENSG00000142002,0,0,0,0,0,1,1,DPP9,0.81025815
ENSG00000142025,DMRTC2,3,17.453,-0.391667903,0,1,0,0,0,0,-0.449245516,-1.299193182,-0.162455442,-0.697760003,-1.627283337,2.192537237,-1.608553835,-2.756718854,-0.591158675,1.074743387,-1.629311666,ENSG00000142025,0,0,0,0,0,0,0,DMRTC2,0.62817544
ENSG00000142039,CCDC97,14,14.875,-0.839850077,0,0,0,0,0,0,-0.840375477,-1.284525924,-0.297483222,-0.697760003,0.947351118,-1.150416185,-1.608553835,0.630111223,0.191925692,-1.52497462,0.874366296,ENSG00000142039,0,0,0,0,0,0,0,CCDC97,0.17061675
ENSG00000142046,TMEM91,3,5.6388,-0.680240706,0,0,0,0,0,0,-0.45045537,-0.796361335,-2.522990891,-0.086027182,0.471506804,-0.563735366,1.120257346,0.756024789,0.780956842,0.586819952,0.720066561,ENSG00000142046,0,0,0,0,0,0,0,TMEM91,0.35705173
ENSG00000142065,ZFP14,10,23.081,0.507188305,0,1,0,0,0,1,0.387542399,-1.246263514,-0.244586148,-0.086027182,0.053857224,-1.092927114,-1.608553835,0.484643909,0.455611473,-1.123780046,0.166388839,ENSG00000142065,0,1,0,0,0,1,1,ZFP14,0.59256935
