ensembl,gene_symbol,DeepLOF_score
ENSG00000165724,ZMYND19,0.8656441
ENSG00000165730,STOX1,0.2320087
ENSG00000165731,RET,0.9170285
ENSG00000165732,DDX21,0.9032867
ENSG00000165733,BMS1,0.6472176
ENSG00000165752,STK32C,0.7711904
ENSG00000165757,KIAA1462,0.64268154
ENSG00000165762,OR4K2,0.07294601
ENSG00000165775,FUNDC2,0.58211637
ENSG00000165782,TMEM55B,0.81962
ENSG00000165792,METTL17,0.30386376
ENSG00000165794,SLC39A2,0.16487539
ENSG00000165795,NDRG2,0.5564884
ENSG00000165799,RNASE7,0.38054788
ENSG00000165801,ARHGEF40,0.6326941
ENSG00000165802,NSMF,0.76317745
ENSG00000165804,ZNF219,0.9332054
ENSG00000165805,C12orf50,0.2533024
ENSG00000165806,CASP7,0.44095325
ENSG00000165807,PPP1R36,0.1531207
ENSG00000165810,BTNL9,0.14202416
ENSG00000165813,CCDC186,0.6724651
ENSG00000165816,VWA2,0.22833925
ENSG00000165819,METTL3,0.6697959
ENSG00000165821,SALL2,0.624274
ENSG00000165828,PRAP1,0.26867795
ENSG00000165832,TRUB1,0.20875192
ENSG00000165837,ERICH6B,0.16308284
ENSG00000165841,CYP2C19,0.0608052
ENSG00000165861,ZFYVE1,0.76066136
ENSG00000165862,NA,0.29509813
ENSG00000165863,C10orf82,0.48595494
ENSG00000165868,HSPA12A,0.82982606
ENSG00000165879,FRAT1,0.4747008
ENSG00000165886,UBTD1,0.8205257
ENSG00000165887,ANKRD2,0.1681869
ENSG00000165891,E2F7,0.8223929
ENSG00000165895,ARHGAP42,0.89878976
ENSG00000165898,ISCA2,0.1912049
ENSG00000165899,OTOGL,0.24264014
ENSG00000165905,GYLTL1B,0.25333297
ENSG00000165912,PACSIN3,0.6080947
ENSG00000165914,TTC7B,0.889537
ENSG00000165915,SLC39A13,0.5848735
ENSG00000165916,PSMC3,0.8909278
ENSG00000165917,RAPSN,0.5272125
ENSG00000165923,AGBL2,0.26408875
ENSG00000165929,TC2N,0.26047325
ENSG00000165934,CPSF2,0.58766705
ENSG00000165935,SMCO2,0.13890028
ENSG00000165943,MOAP1,0.21469837
ENSG00000165948,IFI27L1,0.42158246
ENSG00000165949,IFI27,0.2624107
ENSG00000165953,SERPINA12,0.10922003
ENSG00000165959,CLMN,0.46214604
ENSG00000165966,PDZRN4,0.51935655
ENSG00000165970,SLC6A5,0.36578578
ENSG00000165972,CCDC38,0.15805972
ENSG00000165973,NELL1,0.4586311
ENSG00000165983,PTER,0.1192565
ENSG00000165985,C1QL3,0.8669239
ENSG00000165995,CACNB2,0.6036695
ENSG00000165996,PTPLA,0.27493608
ENSG00000165997,ARL5B,0.7101602
ENSG00000166002,SMCO4,0.51547825
ENSG00000166004,CEP295,0.56274426
ENSG00000166006,KCNC2,0.8122578
ENSG00000166012,TAF1D,0.27173996
ENSG00000166016,ABTB2,0.66217476
ENSG00000166024,R3HCC1L,0.27158928
ENSG00000166025,AMOTL1,0.66518277
ENSG00000166033,HTRA1,0.64822817
ENSG00000166035,LIPC,0.28814054
ENSG00000166037,CEP57,0.6751359
ENSG00000166046,TCP11L2,0.1680575
ENSG00000166049,PASD1,0.7071537
ENSG00000166068,SPRED1,0.86091715
ENSG00000166069,TMCO5A,0.18078232
ENSG00000166073,GPR176,0.5734116
ENSG00000166086,JAM3,0.5692665
ENSG00000166090,IL25,0.16061848
ENSG00000166091,CMTM5,0.4811545
ENSG00000166105,GLB1L3,0.112395525
ENSG00000166106,ADAMTS15,0.47423834
ENSG00000166111,SVOP,0.88772535
ENSG00000166118,SPATA19,0.09691137
ENSG00000166123,GPT2,0.6274885
ENSG00000166126,AMN,0.40043867
ENSG00000166128,RAB8B,0.6970558
ENSG00000166130,IKBIP,0.19663864
ENSG00000166133,RPUSD2,0.31859696
ENSG00000166135,HIF1AN,0.7204815
ENSG00000166136,NDUFB8,0.44844282
ENSG00000166140,ZFYVE19,0.20285833
ENSG00000166143,PPP1R14D,0.1751225
ENSG00000166145,SPINT1,0.46065402
ENSG00000166147,FBN1,0.9717316
ENSG00000166148,AVPR1A,0.44782495
ENSG00000166152,C16orf78,0.08869326
ENSG00000166153,DEPDC4,0.10088885
ENSG00000166157,NA,0.060506105
ENSG00000166159,LRTM2,0.7945608
ENSG00000166160,OPN1MW2,0.6439235
ENSG00000166164,BRD7,0.8341315
ENSG00000166165,CKB,0.7543616
ENSG00000166166,TRMT61A,0.49192846
ENSG00000166167,BTRC,0.73639417
ENSG00000166169,POLL,0.2580049
ENSG00000166170,BAG5,0.37804258
ENSG00000166171,DPCD,0.42874384
ENSG00000166173,LARP6,0.76154596
ENSG00000166181,API5,0.9526085
ENSG00000166183,ASPG,0.22655916
ENSG00000166188,ZNF319,0.88831526
ENSG00000166189,HPS6,0.58259976
ENSG00000166192,SENP8,0.5185999
ENSG00000166197,NOLC1,0.5172161
ENSG00000166199,ALKBH3,0.18133628
ENSG00000166200,COPS2,0.9838282
ENSG00000166206,GABRB3,0.90308267
ENSG00000166211,SPIC,0.65260756
ENSG00000166220,TBATA,0.104085684
ENSG00000166224,SGPL1,0.6359491
ENSG00000166225,FRS2,0.89192694
ENSG00000166226,CCT2,0.86545026
ENSG00000166228,PCBD1,0.44849163
ENSG00000166233,ARIH1,0.95002073
ENSG00000166246,C16orf71,0.108721375
ENSG00000166250,CLMP,0.3857401
ENSG00000166257,SCN3B,0.70733774
ENSG00000166260,COX11,0.53785586
ENSG00000166261,ZNF202,0.74914825
ENSG00000166262,FAM227B,0.10437977
ENSG00000166263,STXBP4,0.22708386
ENSG00000166265,CYYR1,0.17997247
ENSG00000166266,CUL5,0.9264923
ENSG00000166268,MYRFL,0.24055552
ENSG00000166272,WBP1L,0.73947465
ENSG00000166275,C10orf32,0.3010165
ENSG00000166278,C2,0.28436482
ENSG00000166289,PLEKHF1,0.29571575
ENSG00000166292,TMEM100,0.77720356
ENSG00000166295,ANAPC16,0.61219966
ENSG00000166311,SMPD1,0.38676596
ENSG00000166313,APBB1,0.81604207
ENSG00000166317,SYNPO2L,0.24778235
ENSG00000166321,NUDT13,0.15339708
ENSG00000166323,C11orf65,0.13583732
ENSG00000166326,TRIM44,0.7176897
ENSG00000166329,CCDC182,0.54004604
ENSG00000166333,ILK,0.56962454
ENSG00000166337,TAF10,0.8921248
ENSG00000166340,TPP1,0.48769456
ENSG00000166341,DCHS1,0.8285337
ENSG00000166342,NETO1,0.7301013
ENSG00000166343,MSS51,0.15275067
ENSG00000166347,CYB5A,0.33706367
ENSG00000166348,USP54,0.60359037
ENSG00000166349,RAG1,0.5608777
ENSG00000166351,POTED,0.17012513
ENSG00000166352,C11orf74,0.18256605
ENSG00000166359,WDR88,0.12531751
ENSG00000166363,OR10A5,0.1878835
ENSG00000166368,OR2D2,0.05644214
ENSG00000166377,ATP9B,0.48256606
ENSG00000166387,PPFIBP2,0.13115501
ENSG00000166391,MOGAT2,0.34366405
ENSG00000166394,CYB5R2,0.1836021
ENSG00000166396,SERPINB7,0.14320081
ENSG00000166398,KIAA0355,0.8138528
ENSG00000166401,SERPINB8,0.1457277
ENSG00000166402,TUB,0.6626007
ENSG00000166405,RIC3,0.28247505
ENSG00000166407,LMO1,0.76233524
ENSG00000166411,IDH3A,0.75298274
ENSG00000166415,WDR72,0.18619817
ENSG00000166426,CRABP1,0.48293304
ENSG00000166428,PLD4,0.14287275
ENSG00000166432,ZMAT1,0.5826786
ENSG00000166435,XRRA1,0.3376481
ENSG00000166436,TRIM66,0.48471057
ENSG00000166439,RNF169,0.66976595
ENSG00000166441,RPL27A,0.9281934
ENSG00000166444,ST5,0.8529362
ENSG00000166446,CDYL2,0.6747026
ENSG00000166448,TMEM130,0.1817646
ENSG00000166450,PRTG,0.60678613
ENSG00000166451,CENPN,0.5751282
ENSG00000166452,AKIP1,0.2005058
ENSG00000166454,ATMIN,0.50727665
ENSG00000166455,C16orf46,0.13820988
ENSG00000166471,TMEM41B,0.7025972
ENSG00000166473,PKD1L2,0.12760359
ENSG00000166477,LEO1,0.8114753
ENSG00000166478,ZNF143,0.6885353
ENSG00000166479,TMX3,0.6547025
ENSG00000166482,MFAP4,0.63296455
ENSG00000166483,WEE1,0.9164756
ENSG00000166484,MAPK7,0.6665707
ENSG00000166501,PRKCB,0.94805104
ENSG00000166503,HDGFRP3,0.8439505
ENSG00000166507,NDST2,0.7318875
ENSG00000166508,MCM7,0.20815456
ENSG00000166509,CLEC3A,0.0678646
ENSG00000166510,CCDC68,0.15163624
ENSG00000166523,CLEC4E,0.20660394
ENSG00000166526,ZNF3,0.54245204
ENSG00000166527,CLEC4D,0.12114805
ENSG00000166529,ZSCAN21,0.16400898
ENSG00000166532,RIMKLB,0.8504077
ENSG00000166535,A2ML1,0.20049655
ENSG00000166546,BEAN1,0.28317308
ENSG00000166548,TK2,0.40180117
ENSG00000166557,TMED3,0.46561736
ENSG00000166558,SLC38A8,0.0618937
ENSG00000166562,SEC11C,0.8395363
ENSG00000166569,CPLX4,0.118180096
ENSG00000166573,GALR1,0.27544773
ENSG00000166575,TMEM135,0.780725
ENSG00000166578,IQCD,0.12427449
ENSG00000166579,NDEL1,0.88544106
ENSG00000166582,CENPV,0.70835674
ENSG00000166589,CDH16,0.098541856
ENSG00000166592,RRAD,0.6939249
ENSG00000166595,FAM96B,0.43232256
ENSG00000166596,CFAP52,0.13798511
ENSG00000166598,HSP90B1,0.8531903
ENSG00000166603,MC4R,0.25802696
ENSG00000166619,BLCAP,0.8045948
ENSG00000166634,SERPINB12,0.049887896
ENSG00000166664,CHRFAM7A,0.12577546
ENSG00000166669,ATF7IP2,0.64108974
ENSG00000166670,MMP10,0.091895044
ENSG00000166676,TVP23A,0.24435419
ENSG00000166681,NGFRAP1,0.8151927
ENSG00000166682,TMPRSS5,0.19736564
ENSG00000166685,COG1,0.5455854
ENSG00000166689,PLEKHA7,0.57160383
ENSG00000166704,ZNF606,0.7338044
ENSG00000166707,ZCCHC18,0.6192502
ENSG00000166710,B2M,0.7471727
ENSG00000166716,ZNF592,0.932807
ENSG00000166734,CASC4,0.5958437
ENSG00000166736,HTR3A,0.13856387
ENSG00000166741,NNMT,0.12560421
ENSG00000166743,ACSM1,0.09478867
ENSG00000166747,AP1G1,0.89304924
ENSG00000166748,AGBL1,0.10028905
ENSG00000166750,SLFN5,0.26394582
ENSG00000166762,CATSPER2,0.16397959
ENSG00000166780,C16orf45,0.50008905
ENSG00000166783,KIAA0430,0.9200559
ENSG00000166788,SAAL1,0.34218514
ENSG00000166793,YPEL4,0.7944429
ENSG00000166794,PPIB,0.38277042
ENSG00000166796,LDHC,0.15888596
ENSG00000166797,FAM96A,0.35645497
ENSG00000166800,LDHAL6A,0.10182828
ENSG00000166801,FAM111A,0.21693516
ENSG00000166803,KIAA0101,0.5362259
ENSG00000166813,KIF7,0.27731824
ENSG00000166816,LDHD,0.27890432
ENSG00000166819,PLIN1,0.16059124
ENSG00000166821,PEX11A,0.27614933
ENSG00000166822,TMEM170A,0.46173334
ENSG00000166823,MESP1,0.19079196
ENSG00000166825,ANPEP,0.57395035
ENSG00000166828,SCNN1G,0.7215374
ENSG00000166831,RBPMS2,0.8246957
ENSG00000166833,NAV2,0.8282234
ENSG00000166839,ANKDD1A,0.17106295
ENSG00000166840,GLYATL1,0.2876163
ENSG00000166845,C18orf54,0.2279234
ENSG00000166847,DCTN5,0.6781111
ENSG00000166848,TERF2IP,0.41561675
ENSG00000166851,PLK1,0.8489315
ENSG00000166855,CLPX,0.79901546
ENSG00000166856,GPR182,0.17845976
ENSG00000166860,ZBTB39,0.47896218
ENSG00000166862,CACNG2,0.8951181
ENSG00000166863,TAC3,0.38200498
ENSG00000166866,MYO1A,0.055964172
ENSG00000166869,CHP2,0.20203692
ENSG00000166881,TMEM194A,0.7231005
ENSG00000166884,OR4D6,0.119188786
ENSG00000166886,NAB2,0.8419533
ENSG00000166887,VPS39,0.5335735
ENSG00000166888,STAT6,0.8308693
ENSG00000166889,PATL1,0.803533
ENSG00000166896,XRCC6BP1,0.33770734
ENSG00000166897,ELFN2,0.8385192
ENSG00000166900,STX3,0.5836783
ENSG00000166902,MRPL16,0.31730402
ENSG00000166908,PIP4K2C,0.658672
ENSG00000166912,MTMR10,0.54874
ENSG00000166913,YWHAB,0.9277705
ENSG00000166920,C15orf48,0.24112904
ENSG00000166922,SCG5,0.38590878
ENSG00000166923,GREM1,0.84822387
ENSG00000166924,NYAP1,0.8676846
ENSG00000166925,TSC22D4,0.86783886
ENSG00000166926,MS4A6E,0.11972737
ENSG00000166927,MS4A7,0.16038263
ENSG00000166928,MS4A14,0.11464113
ENSG00000166930,MS4A5,0.041618228
ENSG00000166938,DIS3L,0.2998382
ENSG00000166946,CCNDBP1,0.38361216
ENSG00000166947,EPB42,0.43999302
ENSG00000166948,TGM6,0.06710452
ENSG00000166949,SMAD3,0.9235331
ENSG00000166959,MS4A8,0.15380466
ENSG00000166960,CCDC178,0.12427139
ENSG00000166961,MS4A15,0.17138052
ENSG00000166963,MAP1A,0.8679678
ENSG00000166965,RCCD1,0.14734805
ENSG00000166971,AKTIP,0.75977445
ENSG00000166974,MAPRE2,0.8954912
ENSG00000166979,EVA1C,0.5408311
ENSG00000166984,TCP10L2,0.0983094
ENSG00000166986,MARS,0.44624662
ENSG00000166987,MBD6,0.82540786
ENSG00000166997,CNPY4,0.13624382
ENSG00000167004,PDIA3,0.8827875
ENSG00000167005,NUDT21,0.97551984
ENSG00000167011,NAT16,0.12245166
ENSG00000167014,C15orf43,0.1441279
ENSG00000167034,NKX3-1,0.47462666
ENSG00000167037,SGSM1,0.65458
ENSG00000167046,RP11-93B14.6,0.53465277
ENSG00000167065,DUSP18,0.4120937
ENSG00000167074,TEF,0.87400126
ENSG00000167077,MEI1,0.47362328
ENSG00000167080,B4GALNT2,0.0925256
ENSG00000167081,PBX3,0.8634511
ENSG00000167083,GNGT2,0.5182993
ENSG00000167085,PHB,0.84166706
ENSG00000167088,SNRPD1,0.9531222
ENSG00000167094,TTC16,0.11215162
ENSG00000167098,SUN5,0.10143089
ENSG00000167100,SAMD14,0.48889726
ENSG00000167103,PIP5KL1,0.28783894
ENSG00000167104,BPIFB6,0.09383619
ENSG00000167105,TMEM92,0.22730434
ENSG00000167106,FAM102A,0.7179205
ENSG00000167107,ACSF2,0.53842276
ENSG00000167110,GOLGA2,0.7777781
ENSG00000167112,TRUB2,0.26271915
ENSG00000167113,COQ4,0.22332013
ENSG00000167114,SLC27A4,0.55800045
ENSG00000167118,URM1,0.4484365
ENSG00000167123,CERCAM,0.4137448
ENSG00000167130,DOLPP1,0.7560587
ENSG00000167131,CCDC103,0.3353216
ENSG00000167136,ENDOG,0.35453534
ENSG00000167139,TBC1D21,0.19794786
ENSG00000167157,PRRX2,0.5020202
ENSG00000167165,UGT1A6,0.18464851
ENSG00000167173,C15orf39,0.49453485
ENSG00000167178,ISLR2,0.68473804
ENSG00000167182,SP2,0.9036071
ENSG00000167183,PRR15L,0.35815322
ENSG00000167186,COQ7,0.18894827
ENSG00000167191,GPRC5B,0.6876614
ENSG00000167193,CRK,0.9103228
ENSG00000167194,C16orf92,0.20933616
ENSG00000167195,GOLGA6C,0.10754073
ENSG00000167196,FBXO22,0.77623653
ENSG00000167202,TBC1D2B,0.4984147
ENSG00000167207,NOD2,0.09059465
ENSG00000167208,SNX20,0.18233132
ENSG00000167210,LOXHD1,0.20310915
ENSG00000167216,KATNAL2,0.40154183
ENSG00000167220,HDHD2,0.26606655
ENSG00000167230,NA,0.1781019
ENSG00000167232,ZNF91,0.46719265
ENSG00000167236,NA,0.17808574
ENSG00000167244,IGF2,0.6160486
ENSG00000167257,RNF214,0.79695904
ENSG00000167258,CDK12,0.9342702
ENSG00000167261,DPEP2,0.22166109
ENSG00000167264,DUS2,0.42928714
ENSG00000167272,POP5,0.3068303
ENSG00000167280,ENGASE,0.11728299
ENSG00000167281,RBFOX3,0.93525
ENSG00000167283,ATP5L,0.40789247
ENSG00000167286,CD3D,0.26499748
ENSG00000167291,TBC1D16,0.4649135
ENSG00000167302,ENTHD2,0.20269197
ENSG00000167306,MYO5B,0.47335804
ENSG00000167311,ART5,0.34245032
ENSG00000167315,ACAA2,0.19145566
ENSG00000167323,STIM1,0.8032106
ENSG00000167325,RRM1,0.95277214
ENSG00000167332,OR51E2,0.13038826
ENSG00000167333,TRIM68,0.24448252
ENSG00000167346,MMP26,0.06628358
ENSG00000167359,OR51I1,0.08861208
ENSG00000167360,OR51Q1,0.0812279
ENSG00000167363,FN3K,0.21405578
ENSG00000167371,PRRT2,0.70109403
ENSG00000167377,ZNF23,0.2731489
ENSG00000167378,IRGQ,0.449813
ENSG00000167380,ZNF226,0.2055515
ENSG00000167383,NA,0.22545165
ENSG00000167384,ZNF180,0.40467882
ENSG00000167393,PPP2R3B,0.37557364
ENSG00000167394,ZNF668,0.7115124
ENSG00000167395,ZNF646,0.5880541
ENSG00000167397,VKORC1,0.5866276
ENSG00000167414,GNG8,0.41065276
ENSG00000167419,LPO,0.1380266
ENSG00000167434,CA4,0.2455939
ENSG00000167447,SMG8,0.7009851
ENSG00000167460,TPM4,0.6837357
ENSG00000167461,RAB8A,0.9333251
ENSG00000167468,GPX4,0.32889313
ENSG00000167470,MIDN,0.6661494
ENSG00000167476,JSRP1,0.09917605
ENSG00000167483,FAM129C,0.14522499
ENSG00000167487,KLHL26,0.36839807
ENSG00000167491,GATAD2A,0.8850435
ENSG00000167508,MVD,0.178828
ENSG00000167513,CDT1,0.20406449
ENSG00000167515,TRAPPC2L,0.21198338
ENSG00000167522,ANKRD11,0.9387254
ENSG00000167523,SPATA33,0.14310199
ENSG00000167524,SGK494,0.29784703
ENSG00000167525,PROCA1,0.14554185
ENSG00000167526,RPL13,0.87325346
ENSG00000167528,ZNF641,0.6260134
ENSG00000167531,LALBA,0.40306234
ENSG00000167535,CACNB3,0.6776064
ENSG00000167536,DHRS13,0.34519285
ENSG00000167543,TP53I13,0.35572147
ENSG00000167548,KMT2D,0.92867726
ENSG00000167549,CORO6,0.3802451
ENSG00000167550,RHEBL1,0.32666445
ENSG00000167552,TUBA1A,0.96996784
ENSG00000167553,TUBA1C,0.7481994
ENSG00000167554,ZNF610,0.1872201
ENSG00000167555,ZNF528,0.17095143
ENSG00000167562,ZNF701,0.16641021
ENSG00000167565,SERTAD3,0.3020208
ENSG00000167566,NCKAP5L,0.7162304
ENSG00000167578,RAB4B,0.74068666
ENSG00000167580,AQP2,0.33587283
ENSG00000167588,GPD1,0.41265023
ENSG00000167595,PROSER3,0.34858125
ENSG00000167600,CYP2S1,0.4766208
ENSG00000167601,AXL,0.70394534
ENSG00000167604,NFKBID,0.77952087
ENSG00000167608,TMC4,0.27798998
ENSG00000167612,ANKRD33,0.06604612
ENSG00000167613,LAIR1,0.21754402
ENSG00000167614,TTYH1,0.8046782
ENSG00000167615,LENG8,0.85489357
ENSG00000167617,CDC42EP5,0.4002874
ENSG00000167618,LAIR2,0.09438801
ENSG00000167619,TMEM145,0.4734298
ENSG00000167625,ZNF526,0.6983133
ENSG00000167632,TRAPPC9,0.4670369
ENSG00000167633,KIR3DL1,0.06404376
ENSG00000167634,NLRP7,0.24078417
ENSG00000167635,ZNF146,0.95660245
ENSG00000167637,ZNF283,0.32547694
ENSG00000167641,PPP1R14A,0.45803225
ENSG00000167642,SPINT2,0.55254686
ENSG00000167644,C19orf33,0.64671636
ENSG00000167645,YIF1B,0.44477218
ENSG00000167646,DNAAF3,0.2537781
ENSG00000167653,PSCA,0.22006011
ENSG00000167654,ATCAY,0.74409515
ENSG00000167656,LY6D,0.2671829
ENSG00000167657,DAPK3,0.66630036
ENSG00000167658,EEF2,0.93162495
ENSG00000167664,TMIGD2,0.2302345
ENSG00000167670,CHAF1A,0.9378014
ENSG00000167671,UBXN6,0.41584545
ENSG00000167674,HDGFRP2,0.74079895
ENSG00000167676,PLIN4,0.12255359
ENSG00000167680,SEMA6B,0.7113361
ENSG00000167685,ZNF444,0.5249718
ENSG00000167693,NXN,0.8959556
ENSG00000167695,FAM57A,0.6540894
ENSG00000167699,GLOD4,0.21108985
ENSG00000167700,MFSD3,0.10799092
ENSG00000167701,GPT,0.08408654
ENSG00000167702,KIFC2,0.33897483
ENSG00000167703,SLC43A2,0.67039937
ENSG00000167705,RILP,0.14770448
ENSG00000167711,SERPINF2,0.63462985
ENSG00000167716,WDR81,0.6428609
ENSG00000167720,SRR,0.5461339
ENSG00000167721,TSR1,0.24943602
ENSG00000167723,TRPV3,0.18276024
ENSG00000167733,HSD11B1L,0.3833905
ENSG00000167740,CYB5D2,0.23482186
ENSG00000167741,GGT6,0.17717242
ENSG00000167748,KLK1,0.15119684
ENSG00000167749,KLK4,0.13013816
ENSG00000167751,KLK2,0.12919569
ENSG00000167754,KLK5,0.324098
ENSG00000167755,KLK6,0.50241846
ENSG00000167757,KLK11,0.39273316
ENSG00000167759,KLK13,0.36112207
ENSG00000167765,NA,0.528361
ENSG00000167767,KRT80,0.28949225
ENSG00000167768,KRT1,0.6900951
ENSG00000167769,ACER1,0.1993326
ENSG00000167770,OTUB1,0.9064208
ENSG00000167771,RCOR2,0.8111527
ENSG00000167772,ANGPTL4,0.2635144
ENSG00000167775,CD320,0.4037001
ENSG00000167778,SPRYD3,0.73691356
ENSG00000167779,IGFBP6,0.5583032
ENSG00000167780,SOAT2,0.10942334
ENSG00000167785,ZNF558,0.52712446
ENSG00000167791,CABP2,0.1883744
ENSG00000167792,NDUFV1,0.39034235
ENSG00000167797,CDK2AP2,0.9030106
ENSG00000167799,NUDT8,0.20086646
ENSG00000167800,TBX10,0.20776486
ENSG00000167815,PRDX2,0.63908386
ENSG00000167822,OR8J3,0.102687955
ENSG00000167825,OR5I1,0.06862426
ENSG00000167840,ZNF232,0.44258326
ENSG00000167842,MIS12,0.6320202
ENSG00000167850,CD300C,0.18065405
ENSG00000167851,CD300A,0.23138475
ENSG00000167858,TEKT1,0.24548101
ENSG00000167861,HID1,0.7113077
ENSG00000167862,ICT1,0.21284395
ENSG00000167863,ATP5H,0.48996258
ENSG00000167874,TMEM88,0.56345904
ENSG00000167880,EVPL,0.36422944
ENSG00000167881,SRP68,0.7487756
ENSG00000167889,MGAT5B,0.7211294
ENSG00000167895,TMC8,0.35326952
ENSG00000167900,TK1,0.65770143
ENSG00000167904,TMEM68,0.5853247
ENSG00000167910,CYP7A1,0.24979722
ENSG00000167914,GSDMA,0.109610915
ENSG00000167916,KRT24,0.10996783
ENSG00000167925,GHDC,0.28985322
ENSG00000167930,ITFG3,0.2021333
ENSG00000167941,SOST,0.5931939
ENSG00000167945,PRR25,0.06700075
ENSG00000167962,ZNF598,0.7208549
ENSG00000167964,RAB26,0.17423719
ENSG00000167965,MLST8,0.7301779
ENSG00000167967,E4F1,0.73413736
ENSG00000167968,DNASE1L2,0.14038491
ENSG00000167969,ECI1,0.15726167
ENSG00000167970,NA,0.26663566
ENSG00000167971,CASKIN1,0.8963953
ENSG00000167972,ABCA3,0.64453524
ENSG00000167977,KCTD5,0.8019053
ENSG00000167978,SRRM2,0.91307354
ENSG00000167981,ZNF597,0.42861557
ENSG00000167984,NLRC3,0.16464925
ENSG00000167985,SDHAF2,0.41800523
ENSG00000167986,DDB1,0.86239815
ENSG00000167987,VPS37C,0.47183985
ENSG00000167992,VWCE,0.35679471
ENSG00000167994,RAB3IL1,0.4382826
ENSG00000167995,BEST1,0.22064865
ENSG00000167996,FTH1,0.7302261
ENSG00000168000,BSCL2,0.40718704
ENSG00000168002,POLR2G,0.5420692
ENSG00000168003,SLC3A2,0.389664
ENSG00000168004,HRASLS5,0.29901707
ENSG00000168005,C11orf84,0.8765135
ENSG00000168010,ATG16L2,0.22811759
ENSG00000168014,C2CD3,0.4762004
ENSG00000168016,TRANK1,0.4737391
ENSG00000168026,TTC21A,0.27553403
ENSG00000168028,RPSA,0.9222021
ENSG00000168032,ENTPD3,0.09505576
ENSG00000168036,CTNNB1,0.96507275
ENSG00000168038,ULK4,0.13426608
ENSG00000168040,FADD,0.5769897
ENSG00000168056,LTBP3,0.77423644
ENSG00000168060,NAALADL1,0.11909473
ENSG00000168061,SAC3D1,0.30041653
ENSG00000168062,BATF2,0.31571627
ENSG00000168065,SLC22A11,0.21922779
ENSG00000168066,SF1,0.9398065
ENSG00000168067,MAP4K2,0.5497566
ENSG00000168070,C11orf85,0.20420086
ENSG00000168071,CCDC88B,0.5519016
ENSG00000168077,SCARA3,0.34977084
ENSG00000168078,PBK,0.2568493
ENSG00000168079,SCARA5,0.3561495
ENSG00000168081,PNOC,0.5082721
ENSG00000168090,COPS6,0.89813244
ENSG00000168092,PAFAH1B2,0.8648416
ENSG00000168096,ANKS3,0.5033198
ENSG00000168101,NUDT16L1,0.58617
ENSG00000168116,KIAA1586,0.17839497
ENSG00000168118,RAB4A,0.68657446
ENSG00000168124,OR1F1,0.097195625
ENSG00000168131,OR2B2,0.07597959
ENSG00000168135,KCNJ4,0.9312179
ENSG00000168137,SETD5,0.86297244
ENSG00000168140,VASN,0.65855575
ENSG00000168143,FAM83B,0.46299887
ENSG00000168148,HIST3H3,0.070872426
ENSG00000168152,THAP9,0.31995416
ENSG00000168158,OR2C1,0.14746428
ENSG00000168159,RNF187,0.5768306
ENSG00000168172,HOOK3,0.9138104
ENSG00000168175,MAPK1IP1L,0.72762287
ENSG00000168209,DDIT4,0.43652952
ENSG00000168214,RBPJ,0.92715186
ENSG00000168216,LMBRD1,0.32867938
ENSG00000168228,ZCCHC4,0.26366234
ENSG00000168229,PTGDR,0.20851988
ENSG00000168234,TTC39C,0.62558985
ENSG00000168237,GLYCTK,0.1405679
ENSG00000168242,NA,0.24207461
ENSG00000168243,GNG4,0.64791924
ENSG00000168246,UBTD2,0.7816943
ENSG00000168256,NKIRAS2,0.5475164
ENSG00000168259,DNAJC7,0.8628197
ENSG00000168260,C14orf183,0.114326596
ENSG00000168263,KCNV2,0.02959776
ENSG00000168264,IRF2BP2,0.8525775
ENSG00000168267,PTF1A,0.71879876
ENSG00000168268,NT5DC2,0.5707995
ENSG00000168269,FOXI1,0.774908
ENSG00000168273,SMIM4,0.55144256
ENSG00000168274,NA,0.7100255
ENSG00000168275,COA6,0.38997948
ENSG00000168280,KIF5C,0.9251852
ENSG00000168282,MGAT2,0.7342409
ENSG00000168283,BMI1,0.87144005
ENSG00000168286,THAP11,0.90649766
ENSG00000168288,MMADHC,0.33192468
ENSG00000168291,PDHB,0.71774733
ENSG00000168297,PXK,0.6699078
ENSG00000168298,HIST1H1E,0.32275808
ENSG00000168300,PCMTD1,0.8018767
ENSG00000168301,KCTD6,0.6999889
ENSG00000168303,MPLKIP,0.39429837
ENSG00000168306,ACOX2,0.32058227
ENSG00000168309,FAM107A,0.2665314
ENSG00000168310,IRF2,0.8666171
ENSG00000168314,MOBP,0.706739
ENSG00000168329,CX3CR1,0.5605761
ENSG00000168333,C8orf22,0.12074244
ENSG00000168334,XIRP1,0.0918926
ENSG00000168348,INSM2,0.61880046
ENSG00000168350,DEGS2,0.4589213
ENSG00000168356,SCN11A,0.30592096
ENSG00000168374,ARF4,0.9446993
ENSG00000168385,SEPT2,0.76248443
ENSG00000168386,FILIP1L,0.45304358
ENSG00000168389,MFSD2A,0.71460295
ENSG00000168393,DTYMK,0.32014424
ENSG00000168394,TAP1,0.57541245
ENSG00000168395,ING5,0.82388306
ENSG00000168397,ATG4B,0.84246576
ENSG00000168398,BDKRB2,0.57042587
ENSG00000168404,MLKL,0.14381766
ENSG00000168411,RFWD3,0.48023903
ENSG00000168412,MTNR1A,0.21811402
ENSG00000168418,KCNG4,0.09569001
ENSG00000168421,RHOH,0.764297
ENSG00000168427,KLHL30,0.13955438
